"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"t407035","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus halodurans"
"t116090","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Caloranaerobacter","Caloranaerobacter azorensis"
"t2733878","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Teseptimavirus","Teseptimavirus Escherichia virus HZP2"
"t1868793","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Jeotgalibaca","Jeotgalibaca porci"
"t69223","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Dickeya","Dickeya paradisiaca"
"t1691904","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sediminis"
"t238","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","Elizabethkingia meningoseptica"
"t1701814","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae",""," Streptococcus phage phiARI0131-2"
"t1903186","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium sp. P6-10-X1"
"t28151","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia proteamaculans"
"t671990","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia sp. FGI94"
"t70348","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter dispersus"
"t61624","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus mucilaginosus"
"t480035","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia wallacei"
"t29542","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Syntrophotaleaceae","Syntrophotalea","Syntrophotalea acetylenica"
"t134534","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter gyllenbergii"
"t1961362","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. NIC1"
"t2594913","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium sanguinis"
"t656519","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Halanaerobium hydrogeniformans"
"t1702221","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibaculum","Faecalibaculum rodentium"
"t2576356","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sp. FDAARGOS_527"
"t1973486","Bacteria","Cyanobacteria","","Nostocales","Calotrichaceae","Calothrix","Calothrix parasitica"
"t2025823","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Tequatrovirus","Tequatrovirus Salmonella phage SG1"
"t2057743","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces wuliandei"
"t2591063","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Mosigvirus","Mosigvirus Shigella phage JK45"
"t182710","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus iheyensis"
"t33952","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Acetobacterium","Acetobacterium woodii"
"t29360","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Cellulosilyticum","Cellulosilyticum lentocellum"
"t2810347","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. TB2019"
"t195105","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Haematobacter","Haematobacter massiliensis"
"t649196","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium hotanense"
"t486698","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium riyadhense"
"t1687","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium coryneforme"
"t712435","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas sp. oral taxon 275"
"t31909","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae","Halothermothrix","Halothermothrix orenii"
"t1274","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Dermacoccaceae","Dermacoccus","Dermacoccus nishinomiyaensis"
"t1654388","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus schweitzeri"
"t60890","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Phaeobacter","Phaeobacter gallaeciensis"
"t1982579","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Podoviridae","Uetakevirus","Uetakevirus Escherichia virus phiV10"
"t111781","Bacteria","Cyanobacteria","","Synechococcales","Leptolyngbyaceae","Leptolyngbya","Leptolyngbya sp. PCC 7376"
"t449520","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter canadensis"
"t2714933","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter coleopterorum"
"t82380","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium oxydans"
"t2051553","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium currus"
"t2163890","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Tequatrovirus","Tequatrovirus Enterobacteria phage vB_EcoM_IME340"
"t1686384","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter sp. BIDMC107"
"t2733632","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Autographiviridae","Kayfunavirus","Kayfunavirus Citrobacter virus SH4"
"t1605","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus animalis"
"t86664","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Priestia","Priestia flexa"
"t2686077","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","Winogradskyella forsetii"
"t58138","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfofarcimen","Desulfofarcimen acetoxidans"
"t2603206","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Ruaniaceae","Ruania","Ruania sp. HY168"
"t885581","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfosporosinus","Desulfosporosinus acidiphilus"
"t2787628","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","Treponema sp. RCC2812"
"t2490851","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea sp. CCBC3-3-1"
"t2592220","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Ackermannviridae","Kuttervirus","Kuttervirus Salmonella phage SS9"
"t1185412","Bacteria","Firmicutes","Clostridia","Eubacteriales","Vallitaleaceae","Vallitalea","Vallitalea guaymasensis"
"t2067958","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","Kosakonia sp. MUSA4"
"t119858","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sonorensis"
"t1890302","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus wiedmannii"
"t2682487","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas sp. SXG-1"
"t1640","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri"
"t1050174","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium epidermidicanis"
"t1785128","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter lactucae"
"t189426","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus odorifer"
"t1985339","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Slopekvirus","Slopekvirus Klebsiella virus Matisse"
"t47671","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia","Lautropia mirabilis"
"t644007","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae",""," Streptococcus phage PH10"
"t651","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas media"
"t83526","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus paralimentarius"
"t1136497","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium siliguriense"
"t45656","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfonema","Desulfonema limicola"
"t35241","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Phifelvirus","Phifelvirus Lactococcus phage Tuc2009"
"t1441095","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus gobiensis"
"t2741953","Bacteria","Cyanobacteria","","Synechococcales","Synechococcaceae","Synechococcus","Synechococcus sp. LA31"
"t227945","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus ultunensis"
"t1446467","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","Hymenobacter swuensis"
"t155978","Bacteria","Cyanobacteria","","Synechococcales","Acaryochloridaceae","Acaryochloris","Acaryochloris marina"
"t34038","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rahnella","Rahnella aquatilis"
"t2748863","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. E222"
"t1458355","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Mixta","Mixta theicola"
"t353","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Azotobacter","Azotobacter chroococcum"
"t1785995","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Gemella","Gemella sp. oral taxon 928"
"t2750851","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Tequatrovirus","Tequatrovirus Escherichia phage vB_EcoM_Ozark"
"t1712410","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Thermoanaerosceptrum","Thermoanaerosceptrum fracticalcis"
"t38293","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium","Photobacterium damselae"
"t2607911","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. 37"
"t2596915","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","Hymenobacter sp. NBH84"
"t1914202","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Tequatrovirus","Tequatrovirus Escherichia virus ECML134"
"t485","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria gonorrhoeae"
"t79880","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Alkalihalobacillus","Alkalihalobacillus clausii"
"t2023772","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. RUD330"
"t170573","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus pettenkoferi"
"t2575361","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella sp. MEBiC00475"
"t857417","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Intrasporangiaceae","Janibacter","Janibacter indicus"
"t1196083","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Snodgrassella","Snodgrassella alvi"
"t106370","Bacteria","Actinobacteria","Actinomycetia","Frankiales","Frankiaceae","Frankia","Frankia casuarinae"
"t1628248","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Empedobacter","Empedobacter stercoris"
"t2560462","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Vequintavirus","Vequintavirus Escherichia virus slur16"
"t29379","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus auricularis"
"t2304606","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus zhachilii"
"t2294119","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. CJ74"
"t28198","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Aliarcobacter","Aliarcobacter cryaerophilus"
"t2714946","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Vagococcus","Vagococcus coleopterorum"
"t1500254","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus","Aneurinibacillus soli"
"t86665","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Alkalihalobacillus","Alkalihalobacillus halodurans"
"t1275","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Kocuria","Kocuria rosea"
"t1817405","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Abyssicoccus","Abyssicoccus albus"
"t28450","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia pseudomallei"
"t379064","Bacteria","Cyanobacteria","","Chroococcales","Geminocystaceae","Cyanobacterium","Cyanobacterium aponinum"
"t40631","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Ravinvirus","Ravinvirus Escherichia virus N15"
"t1677857","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Acetivibrio","Acetivibrio saccincola"
"t1636606","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas sp. ASNIH1"
"t1264","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus albus"
"t689","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio mediterranei"
"t2565554","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium sp. PAMC28499"
"t29483","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia","Yersinia aldovae"
"t36746","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas cichorii"
"t2709403","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia sp. ZJ405"
"t2779527","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Viridibacillus","Viridibacillus sp. JNUCC-6"
"t1619313","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia gerundensis"
"t2024321","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Tequatrovirus","Tequatrovirus Shigella phage Sf23"
"t1648923","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus paralicheniformis"
"t372663","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Promicromonosporaceae","Isoptericola","Isoptericola dokdonensis"
"t2785918","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Salinimonas","Salinimonas sp. G2-b"
"t1855352","Bacteria","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. TLI_053"
"t1710","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","Cellulosimicrobium cellulans"
"t935222","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. Sr18"
"t1272","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Kocuria","Kocuria varians"
"t2770234","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","Polynucleobacter sp. Adler-ghost"
"t2080740","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium yudongzhengii"
"t39152","Archaea","Euryarchaeota","Methanococci","Methanococcales","Methanococcaceae","Methanococcus","Methanococcus maripaludis"
"t95486","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia cenocepacia"
"t1415630","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. TKP"
"t2163889","Viruses","Uroviricota","Caudoviricetes","Caudovirales","Myoviridae","Tequatrovirus","Tequatrovirus Enterobacteria phage vB_EcoM_IME339"
"t142877","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptococcaceae","Desulfitobacterium","Desulfitobacterium metallireducens"
"t170673","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio kanaloae"
"t1827285","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter sp. MYb10"
"t88233","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","Lacticaseibacillus manihotivorans"
"t264697","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Peribacillus","Peribacillus muralis"
"t1556","Bacteria","Firmicutes","Tissierellia","Tissierellales","Gottschalkiaceae","Gottschalkia","Gottschalkia acidurici"
"t2545798","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea","Cedecea sp. FDAARGOS_727"
